order_id,customer_id,restaurant,items,item_names,item_categories,total_price,order_date,order_hour,order_day,n_items,payment_method,delivery_time_min,order_rating
ORD01126,CUST0447,Royal Kitchen,"M0286,M0305","Mint Lemonade,Strawberry Milkshake","Beverages,Beverages",53.0,2025-11-04,23,Tuesday,2,Cash,57,3.2
ORD01127,CUST0461,Desert Rose Kitchen,"M0242,M0307,M0207","Tiramisu,Hot Chocolate,Fattoush Salad","Desserts,Beverages,Salads",107.0,2025-11-25,14,Tuesday,3,Cash,36,2.8
ORD01128,CUST0116,The Hungry Bear,"M0145,M0122,M0070","Rainbow Roll (8Pcs),Salmon Nigiri (2Pcs),Meat Lovers Pizza","Sushi,Sushi,Pizza",273.0,2026-04-08,18,Wednesday,3,Credit Card,39,2.9
ORD01129,CUST0490,Sushi World,"M0361,M0085,M0346,M0311,M0175","Mushroom Cream Soup,Chicken Shawarma Wrap,French Onion Soup,Club Sandwich,Fettuccine Alfredo","Soups,Shawarma,Soups,Sandwiches,Pasta",255.0,2025-11-25,9,Tuesday,5,Cash,53,3.3
ORD01130,CUST0189,The Grill House,"M0217,M0317","Grilled Chicken Salad,Grilled Cheese","Salads,Sandwiches",106.0,2026-02-22,12,Sunday,2,Cash,36,4.3
ORD01131,CUST0146,Pasta Corner,"M0216,M0228,M0110,M0300,M0079","Quinoa Power Bowl,Chocolate Lava Cake,Mixed Grill Wrap,Avocado Smoothie,Hawaiian Pizza","Salads,Desserts,Shawarma,Beverages,Pizza",329.0,2025-12-30,13,Tuesday,5,Wallet,35,3.9
ORD01132,CUST0097,Shawarma Station,"M0082,M0139,M0079,M0169","Truffle Mushroom Pizza,Spicy Tuna Roll (8Pcs),Hawaiian Pizza,Penne Arrabiata","Pizza,Sushi,Pizza,Pasta",405.0,2026-01-03,16,Saturday,4,Cash,57,2.8
ORD01133,CUST0042,Pizza Palace,M0209,Fattoush Salad,Salads,43.0,2026-03-13,16,Friday,1,Credit Card,35,2.7
ORD01134,CUST0048,The Foodie Hub,"M0277,M0097","Iced Latte,Falafel Wrap","Beverages,Shawarma",65.0,2025-12-19,15,Friday,2,Cash,22,3.4
ORD01135,CUST0325,Street Eats,"M0032,M0073,M0151","Truffle Burger,Veggie Supreme Pizza,Veggie Roll (8Pcs)","Burgers,Pizza,Sushi",237.0,2026-02-10,11,Tuesday,3,Credit Card,57,4.6
ORD01136,CUST0156,Urban Bites,"M0196,M0315,M0046,M0343,M0282","Caesar Salad,Grilled Cheese,Pepperoni Pizza,French Onion Soup,Mint Lemonade","Salads,Sandwiches,Pizza,Soups,Beverages",222.0,2026-03-15,13,Sunday,5,Wallet,22,4.1
ORD01137,CUST0399,The Grill House,"M0163,M0335,M0313,M0060","Spaghetti Bolognese,Pastrami Sandwich,Grilled Cheese,Four Cheese Pizza","Pasta,Sandwiches,Sandwiches,Pizza",289.0,2025-12-18,18,Thursday,4,Cash,27,4.4
ORD01138,CUST0047,Fresh & Fit,"M0120,M0060","Salmon Nigiri (2Pcs),Four Cheese Pizza","Sushi,Pizza",182.0,2025-11-13,19,Thursday,2,Credit Card,58,3.9
ORD01139,CUST0169,Desert Rose Kitchen,"M0252,M0312,M0136,M0240,M0058","Umm Ali,Club Sandwich,Spicy Tuna Roll (8Pcs),Crème Brûlée,Bbq Chicken Pizza","Desserts,Sandwiches,Sushi,Desserts,Pizza",305.0,2026-03-21,8,Saturday,5,Cash,36,4.0
ORD01140,CUST0417,El Classico,"M0282,M0362","Mint Lemonade,Mushroom Cream Soup","Beverages,Soups",67.0,2026-02-28,15,Saturday,2,Credit Card,56,2.7
ORD01141,CUST0007,Fresh & Fit,M0272,Mango Smoothie,Beverages,25.0,2025-11-16,20,Sunday,1,Credit Card,28,4.1
ORD01142,CUST0206,The Hungry Bear,"M0100,M0239,M0182,M0091,M0004","Shawarma Plate,Crème Brûlée,Pasta Carbonara,Meat Shawarma Wrap,Classic Beef Burger","Shawarma,Desserts,Pasta,Shawarma,Burgers",265.0,2026-03-04,18,Wednesday,5,Wallet,29,3.1
ORD01143,CUST0108,Shawarma Station,"M0285,M0166,M0045,M0328,M0042","Mint Lemonade,Spaghetti Bolognese,Pepperoni Pizza,Blt Sandwich,Margherita Pizza","Beverages,Pasta,Pizza,Sandwiches,Pizza",324.0,2026-02-06,18,Friday,5,Wallet,38,4.9
ORD01144,CUST0063,Desert Rose Kitchen,"M0343,M0064","French Onion Soup,Meat Lovers Pizza","Soups,Pizza",164.0,2026-02-14,14,Saturday,2,Cash,53,4.1
ORD01145,CUST0027,Mediterranean Nights,"M0344,M0070,M0354,M0226,M0083","French Onion Soup,Meat Lovers Pizza,Lentil Soup,Caprese Salad,Truffle Mushroom Pizza","Soups,Pizza,Soups,Salads,Pizza",380.0,2026-01-23,10,Friday,5,Cash,55,3.3
ORD01146,CUST0126,The Hungry Bear,"M0152,M0226","Veggie Roll (8Pcs),Caprese Salad","Sushi,Salads",111.0,2026-04-23,0,Thursday,2,Credit Card,51,4.8
ORD01147,CUST0116,Mama's Kitchen,M0309,Hot Chocolate,Beverages,23.0,2026-01-15,9,Thursday,1,Cash,35,4.0
ORD01148,CUST0242,Crave It,"M0296,M0354,M0112","Avocado Smoothie,Lentil Soup,Cheese Shawarma","Beverages,Soups,Shawarma",100.0,2026-03-18,11,Wednesday,3,Wallet,24,3.6
ORD01149,CUST0458,Pizza Palace,M0348,French Onion Soup,Soups,39.0,2025-12-02,12,Tuesday,1,Wallet,33,4.2
ORD01150,CUST0354,Mediterranean Nights,"M0054,M0215,M0187,M0234","Bbq Chicken Pizza,Quinoa Power Bowl,Pesto Pasta,Cheesecake Slice","Pizza,Salads,Pasta,Desserts",290.0,2026-03-08,14,Sunday,4,Wallet,60,2.7
ORD01151,CUST0076,Mama's Kitchen,"M0290,M0038","Watermelon Juice,Truffle Burger","Beverages,Burgers",99.0,2026-02-23,9,Monday,2,Credit Card,29,3.5
ORD01152,CUST0226,Shawarma Station,"M0020,M0138","Bbq Bacon Burger,Spicy Tuna Roll (8Pcs)","Burgers,Sushi",170.0,2026-04-11,18,Saturday,2,Credit Card,40,3.7
ORD01153,CUST0018,Daily Bites,"M0174,M0255,M0253","Fettuccine Alfredo,Umm Ali,Umm Ali","Pasta,Desserts,Desserts",128.0,2025-11-27,15,Thursday,3,Credit Card,29,2.8
ORD01154,CUST0445,Sushi World,"M0361,M0141","Mushroom Cream Soup,Rainbow Roll (8Pcs)","Soups,Sushi",164.0,2025-12-12,21,Friday,2,Wallet,50,4.4
ORD01155,CUST0211,The Hungry Bear,"M0016,M0116","Bbq Bacon Burger,Cheese Shawarma","Burgers,Shawarma",126.0,2026-02-11,13,Wednesday,2,Credit Card,40,3.8
ORD01156,CUST0277,El Classico,M0340,Tomato Basil Soup,Soups,33.0,2026-03-23,19,Monday,1,Credit Card,33,4.0
ORD01157,CUST0135,Street Eats,"M0011,M0003","Crispy Chicken Burger,Classic Beef Burger","Burgers,Burgers",123.0,2025-11-28,11,Friday,2,Wallet,20,3.5
ORD01158,CUST0336,Burger Factory,"M0045,M0265,M0337","Pepperoni Pizza,Mango Panna Cotta,Pastrami Sandwich","Pizza,Desserts,Sandwiches",193.0,2025-12-11,17,Thursday,3,Cash,58,4.8
ORD01159,CUST0362,Sushi World,"M0080,M0282,M0042,M0257","Hawaiian Pizza,Mint Lemonade,Margherita Pizza,Waffles & Ice Cream","Pizza,Beverages,Pizza,Desserts",251.0,2026-03-28,6,Saturday,4,Wallet,43,3.4
ORD01160,CUST0119,The Hungry Bear,"M0152,M0058,M0168,M0325","Veggie Roll (8Pcs),Bbq Chicken Pizza,Spaghetti Bolognese,Tuna Melt","Sushi,Pizza,Pasta,Sandwiches",261.0,2026-01-11,18,Sunday,4,Wallet,54,2.7
ORD01161,CUST0165,Mama's Kitchen,"M0136,M0354,M0105,M0130","Spicy Tuna Roll (8Pcs),Lentil Soup,Mixed Grill Wrap,Dragon Roll (8Pcs)","Sushi,Soups,Shawarma,Sushi",304.0,2026-01-08,15,Thursday,4,Credit Card,56,3.2
ORD01162,CUST0275,Urban Bites,M0269,Fresh Orange Juice,Beverages,21.0,2026-03-12,0,Thursday,1,Cash,39,3.0
ORD01163,CUST0169,Crave It,"M0203,M0070","Caesar Salad,Meat Lovers Pizza","Salads,Pizza",158.0,2026-02-17,8,Tuesday,2,Wallet,37,3.9
ORD01164,CUST0246,Golden Fork,"M0126,M0075,M0227","California Roll (8Pcs),Veggie Supreme Pizza,Caprese Salad","Sushi,Pizza,Salads",210.0,2025-11-18,11,Tuesday,3,Wallet,44,3.1
ORD01165,CUST0169,El Classico,"M0202,M0106,M0144","Caesar Salad,Mixed Grill Wrap,Rainbow Roll (8Pcs)","Salads,Shawarma,Sushi",223.0,2026-04-19,20,Sunday,3,Cash,24,4.8
ORD01166,CUST0324,Daily Bites,"M0079,M0188,M0247,M0080","Hawaiian Pizza,Seafood Linguine,Kunafa,Hawaiian Pizza","Pizza,Pasta,Desserts,Pizza",340.0,2026-02-13,10,Friday,4,Credit Card,41,4.1
ORD01167,CUST0362,Street Eats,"M0064,M0123,M0195,M0252,M0287","Meat Lovers Pizza,Salmon Nigiri (2Pcs),Lasagna,Umm Ali,Mint Lemonade","Pizza,Sushi,Pasta,Desserts,Beverages",291.0,2026-04-29,10,Wednesday,5,Wallet,33,2.6
ORD01168,CUST0026,El Classico,"M0340,M0017,M0058,M0148,M0084","Tomato Basil Soup,Bbq Bacon Burger,Bbq Chicken Pizza,Veggie Roll (8Pcs),Truffle Mushroom Pizza","Soups,Burgers,Pizza,Sushi,Pizza",393.0,2026-04-15,11,Wednesday,5,Cash,52,3.2
ORD01169,CUST0180,The Hungry Bear,"M0075,M0083,M0254,M0336","Veggie Supreme Pizza,Truffle Mushroom Pizza,Umm Ali,Pastrami Sandwich","Pizza,Pizza,Desserts,Sandwiches",326.0,2025-12-22,21,Monday,4,Wallet,54,4.5
ORD01170,CUST0139,Urban Bites,"M0060,M0130,M0264","Four Cheese Pizza,Dragon Roll (8Pcs),Waffles & Ice Cream","Pizza,Sushi,Desserts",296.0,2025-11-02,23,Sunday,3,Cash,24,3.6
ORD01171,CUST0400,Burger Factory,"M0130,M0210","Dragon Roll (8Pcs),Fattoush Salad","Sushi,Salads",148.0,2026-02-23,14,Monday,2,Wallet,57,2.9
ORD01172,CUST0462,Golden Fork,"M0332,M0048,M0252","Egg & Avocado Toast,Pepperoni Pizza,Umm Ali","Sandwiches,Pizza,Desserts",155.0,2026-04-02,16,Thursday,3,Credit Card,45,4.4
ORD01173,CUST0146,Burger Factory,"M0083,M0152,M0205,M0167,M0201","Truffle Mushroom Pizza,Veggie Roll (8Pcs),Greek Salad,Spaghetti Bolognese,Caesar Salad","Pizza,Sushi,Salads,Pasta,Salads",374.0,2025-11-10,14,Monday,5,Cash,35,3.1
ORD01174,CUST0064,Golden Fork,"M0109,M0003","Mixed Grill Wrap,Classic Beef Burger","Shawarma,Burgers",112.0,2026-01-09,11,Friday,2,Cash,24,3.8
ORD01175,CUST0435,Pizza Palace,M0246,Kunafa,Desserts,27.0,2026-01-26,17,Monday,1,Cash,21,4.2
ORD01176,CUST0368,Shawarma Station,"M0307,M0179","Hot Chocolate,Pasta Carbonara","Beverages,Pasta",94.0,2025-11-14,17,Friday,2,Wallet,49,3.6
ORD01177,CUST0406,Burger Factory,"M0067,M0098,M0252,M0324,M0328","Meat Lovers Pizza,Shawarma Plate,Umm Ali,Tuna Melt,Blt Sandwich","Pizza,Shawarma,Desserts,Sandwiches,Sandwiches",298.0,2026-03-31,15,Tuesday,5,Wallet,33,3.1
ORD01178,CUST0011,Mediterranean Nights,"M0295,M0059,M0027,M0254,M0224","Avocado Smoothie,Bbq Chicken Pizza,Spicy Jalapeño Burger,Umm Ali,Caprese Salad","Beverages,Pizza,Burgers,Desserts,Salads",272.0,2025-12-03,18,Wednesday,5,Cash,31,4.2
ORD01179,CUST0236,Shawarma Station,"M0257,M0327,M0121","Waffles & Ice Cream,Blt Sandwich,Salmon Nigiri (2Pcs)","Desserts,Sandwiches,Sushi",139.0,2026-03-10,12,Tuesday,3,Wallet,21,4.8
ORD01180,CUST0373,Street Eats,M0281,Mint Lemonade,Beverages,16.0,2026-04-17,10,Friday,1,Cash,26,3.1
ORD01181,CUST0014,Urban Bites,"M0324,M0295,M0321","Tuna Melt,Avocado Smoothie,Tuna Melt","Sandwiches,Beverages,Sandwiches",130.0,2025-12-13,23,Saturday,3,Wallet,57,3.4
ORD01182,CUST0109,Crave It,"M0268,M0237,M0273","Mango Panna Cotta,Cheesecake Slice,Mango Smoothie","Desserts,Desserts,Beverages",111.0,2025-11-25,19,Tuesday,3,Credit Card,58,3.5
ORD01183,CUST0151,Crave It,"M0296,M0026","Avocado Smoothie,Spicy Jalapeño Burger","Beverages,Burgers",84.0,2026-01-06,20,Tuesday,2,Cash,50,2.8
ORD01184,CUST0006,Mama's Kitchen,"M0245,M0079","Kunafa,Hawaiian Pizza","Desserts,Pizza",141.0,2026-01-29,11,Thursday,2,Wallet,54,3.8
ORD01185,CUST0407,El Classico,"M0123,M0314","Salmon Nigiri (2Pcs),Grilled Cheese","Sushi,Sandwiches",70.0,2026-03-18,21,Wednesday,2,Wallet,52,5.0
ORD01186,CUST0389,Desert Rose Kitchen,"M0114,M0048,M0152","Cheese Shawarma,Pepperoni Pizza,Veggie Roll (8Pcs)","Shawarma,Pizza,Sushi",198.0,2026-04-15,18,Wednesday,3,Credit Card,20,2.7
ORD01187,CUST0110,El Classico,"M0340,M0255","Tomato Basil Soup,Umm Ali","Soups,Desserts",67.0,2026-04-24,16,Friday,2,Cash,44,5.0
ORD01188,CUST0214,Fresh & Fit,"M0166,M0189,M0307","Spaghetti Bolognese,Seafood Linguine,Hot Chocolate","Pasta,Pasta,Beverages",208.0,2026-04-22,8,Wednesday,3,Wallet,37,4.5
ORD01189,CUST0078,Daily Bites,"M0230,M0091,M0167,M0331,M0190","Chocolate Lava Cake,Meat Shawarma Wrap,Spaghetti Bolognese,Egg & Avocado Toast,Seafood Linguine","Desserts,Shawarma,Pasta,Sandwiches,Pasta",314.0,2026-01-20,18,Tuesday,5,Credit Card,28,4.1
ORD01190,CUST0082,Pizza Palace,"M0246,M0349","Kunafa,Chicken Noodle Soup","Desserts,Soups",67.0,2026-04-18,23,Saturday,2,Credit Card,42,4.2
ORD01191,CUST0262,Mama's Kitchen,"M0290,M0335,M0329,M0083","Watermelon Juice,Pastrami Sandwich,Blt Sandwich,Truffle Mushroom Pizza","Beverages,Sandwiches,Sandwiches,Pizza",257.0,2025-11-16,18,Sunday,4,Credit Card,59,3.8
ORD01192,CUST0302,Pasta Corner,"M0222,M0216,M0290","Grilled Chicken Salad,Quinoa Power Bowl,Watermelon Juice","Salads,Salads,Beverages",172.0,2026-01-15,8,Thursday,3,Credit Card,27,3.9
ORD01193,CUST0229,Shawarma Station,"M0096,M0166","Falafel Wrap,Spaghetti Bolognese","Shawarma,Pasta",103.0,2026-03-23,16,Monday,2,Cash,49,3.6
ORD01194,CUST0145,The Hungry Bear,"M0294,M0003","Avocado Smoothie,Classic Beef Burger","Beverages,Burgers",85.0,2026-02-09,21,Monday,2,Cash,25,5.0
ORD01195,CUST0076,Urban Bites,"M0196,M0257,M0355","Caesar Salad,Waffles & Ice Cream,Lentil Soup","Salads,Desserts,Soups",112.0,2025-11-10,17,Monday,3,Wallet,31,4.0
ORD01196,CUST0438,The Hungry Bear,"M0288,M0011,M0107","Watermelon Juice,Crispy Chicken Burger,Mixed Grill Wrap","Beverages,Burgers,Shawarma",148.0,2025-12-01,5,Monday,3,Cash,27,3.3
ORD01197,CUST0319,Urban Bites,"M0196,M0352,M0281,M0172","Caesar Salad,Lentil Soup,Mint Lemonade,Penne Arrabiata","Salads,Soups,Beverages,Pasta",157.0,2026-01-24,2,Saturday,4,Wallet,21,3.0
ORD01198,CUST0211,Desert Rose Kitchen,"M0252,M0012,M0318","Umm Ali,Crispy Chicken Burger,Grilled Cheese","Desserts,Burgers,Sandwiches",108.0,2026-02-09,11,Monday,3,Wallet,53,3.5
ORD01199,CUST0226,Sushi World,"M0176,M0110,M0114","Fettuccine Alfredo,Mixed Grill Wrap,Cheese Shawarma","Pasta,Shawarma,Shawarma",207.0,2026-01-02,7,Friday,3,Credit Card,41,2.8
ORD01200,CUST0306,Pizza Palace,"M0055,M0279,M0289","Bbq Chicken Pizza,Iced Latte,Watermelon Juice","Pizza,Beverages,Beverages",163.0,2026-03-06,13,Friday,3,Wallet,22,3.8
ORD01201,CUST0278,The Hungry Bear,"M0095,M0073,M0242,M0064","Falafel Wrap,Veggie Supreme Pizza,Tiramisu,Meat Lovers Pizza","Shawarma,Pizza,Desserts,Pizza",295.0,2026-01-19,5,Monday,4,Credit Card,45,3.8
ORD01202,CUST0338,Mama's Kitchen,"M0038,M0264,M0146,M0246,M0280","Truffle Burger,Waffles & Ice Cream,Rainbow Roll (8Pcs),Kunafa,Iced Latte","Burgers,Desserts,Sushi,Desserts,Beverages",275.0,2026-03-15,15,Sunday,5,Cash,48,3.9
ORD01203,CUST0307,Desert Rose Kitchen,"M0330,M0104,M0166","Blt Sandwich,Shawarma Plate,Spaghetti Bolognese","Sandwiches,Shawarma,Pasta",167.0,2026-02-08,16,Sunday,3,Credit Card,36,3.3
ORD01204,CUST0021,Mediterranean Nights,"M0184,M0360,M0244","Pesto Pasta,Mushroom Cream Soup,Tiramisu","Pasta,Soups,Desserts",140.0,2026-03-16,0,Monday,3,Credit Card,53,4.9
ORD01205,CUST0016,Burger Factory,"M0083,M0080,M0290","Truffle Mushroom Pizza,Hawaiian Pizza,Watermelon Juice","Pizza,Pizza,Beverages",257.0,2025-12-05,7,Friday,3,Wallet,50,2.5
ORD01206,CUST0282,Desert Rose Kitchen,"M0242,M0038","Tiramisu,Truffle Burger","Desserts,Burgers",121.0,2025-12-11,11,Thursday,2,Wallet,22,3.1
ORD01207,CUST0269,Daily Bites,"M0072,M0144,M0278","Veggie Supreme Pizza,Rainbow Roll (8Pcs),Iced Latte","Pizza,Sushi,Beverages",211.0,2026-04-29,15,Wednesday,3,Cash,47,3.5
ORD01208,CUST0370,Fresh & Fit,"M0233,M0079,M0044,M0286","Cheesecake Slice,Hawaiian Pizza,Pepperoni Pizza,Mint Lemonade","Desserts,Pizza,Pizza,Beverages",278.0,2025-12-07,12,Sunday,4,Wallet,40,4.8
ORD01209,CUST0346,Mama's Kitchen,"M0038,M0167,M0252,M0110,M0243","Truffle Burger,Spaghetti Bolognese,Umm Ali,Mixed Grill Wrap,Tiramisu","Burgers,Pasta,Desserts,Shawarma,Desserts",294.0,2025-11-11,17,Tuesday,5,Cash,39,4.7
ORD01210,CUST0492,Golden Fork,"M0301,M0248","Strawberry Milkshake,Kunafa","Beverages,Desserts",60.0,2026-04-18,19,Saturday,2,Cash,27,4.4
ORD01211,CUST0145,Flavor Street,"M0132,M0367,M0208","Dragon Roll (8Pcs),Seafood Chowder,Fattoush Salad","Sushi,Soups,Salads",194.0,2025-11-24,1,Monday,3,Wallet,42,2.6
ORD01212,CUST0218,Crave It,"M0155,M0316,M0299","Veggie Roll (8Pcs),Grilled Cheese,Avocado Smoothie","Sushi,Sandwiches,Beverages",113.0,2026-01-10,14,Saturday,3,Cash,26,4.6
ORD01213,CUST0456,Daily Bites,"M0141,M0203,M0338","Rainbow Roll (8Pcs),Caesar Salad,Tomato Basil Soup","Sushi,Salads,Soups",187.0,2025-11-25,11,Tuesday,3,Cash,41,4.7
ORD01214,CUST0064,Golden Fork,"M0360,M0304,M0166","Mushroom Cream Soup,Strawberry Milkshake,Spaghetti Bolognese","Soups,Beverages,Pasta",144.0,2025-11-16,17,Sunday,3,Cash,42,3.9
ORD01215,CUST0041,El Classico,M0218,Grilled Chicken Salad,Salads,59.0,2026-03-28,14,Saturday,1,Credit Card,27,2.6
ORD01216,CUST0031,Royal Kitchen,M0367,Seafood Chowder,Soups,66.0,2026-04-19,14,Sunday,1,Cash,50,3.6
ORD01217,CUST0252,Desert Rose Kitchen,"M0128,M0197","California Roll (8Pcs),Caesar Salad","Sushi,Salads",116.0,2025-11-30,19,Sunday,2,Cash,48,2.6
ORD01218,CUST0312,The Foodie Hub,"M0144,M0187,M0251","Rainbow Roll (8Pcs),Pesto Pasta,Umm Ali","Sushi,Pasta,Desserts",209.0,2026-03-17,13,Tuesday,3,Cash,35,3.5
ORD01219,CUST0307,Pasta Corner,"M0009,M0361,M0016","Crispy Chicken Burger,Mushroom Cream Soup,Bbq Bacon Burger","Burgers,Soups,Burgers",184.0,2025-11-02,10,Sunday,3,Credit Card,34,3.5
ORD01220,CUST0307,Mama's Kitchen,"M0146,M0250,M0070,M0216,M0315","Rainbow Roll (8Pcs),Umm Ali,Meat Lovers Pizza,Quinoa Power Bowl,Grilled Cheese","Sushi,Desserts,Pizza,Salads,Sandwiches",341.0,2025-12-14,9,Sunday,5,Wallet,45,3.1
ORD01221,CUST0344,Shawarma Station,"M0066,M0320,M0240","Meat Lovers Pizza,Tuna Melt,Crème Brûlée","Pizza,Sandwiches,Desserts",196.0,2026-02-18,17,Wednesday,3,Cash,43,2.8
ORD01222,CUST0434,Pizza Palace,"M0209,M0208,M0123,M0257,M0228","Fattoush Salad,Fattoush Salad,Salmon Nigiri (2Pcs),Waffles & Ice Cream,Chocolate Lava Cake","Salads,Salads,Sushi,Desserts,Desserts",213.0,2025-11-20,18,Thursday,5,Wallet,26,2.8
ORD01223,CUST0194,Pasta Corner,"M0151,M0092,M0123,M0320","Veggie Roll (8Pcs),Meat Shawarma Wrap,Salmon Nigiri (2Pcs),Tuna Melt","Sushi,Shawarma,Sushi,Sandwiches",181.0,2026-01-10,15,Saturday,4,Wallet,50,3.1
ORD01224,CUST0499,Pizza Palace,M0107,Mixed Grill Wrap,Shawarma,61.0,2026-02-05,15,Thursday,1,Cash,23,4.4
ORD01225,CUST0490,Sushi World,"M0106,M0049","Mixed Grill Wrap,Pepperoni Pizza","Shawarma,Pizza",169.0,2026-03-10,17,Tuesday,2,Wallet,58,3.0
ORD01226,CUST0230,Crave It,"M0039,M0189,M0278,M0016,M0008","Truffle Burger,Seafood Linguine,Iced Latte,Bbq Bacon Burger,Crispy Chicken Burger","Burgers,Pasta,Beverages,Burgers,Burgers",375.0,2026-03-08,17,Sunday,5,Cash,43,3.6
ORD01227,CUST0244,The Grill House,"M0170,M0366,M0149,M0232","Penne Arrabiata,Seafood Chowder,Veggie Roll (8Pcs),Cheesecake Slice","Pasta,Soups,Sushi,Desserts",213.0,2026-04-25,9,Saturday,4,Cash,22,2.9
ORD01228,CUST0181,Desert Rose Kitchen,"M0114,M0300,M0107,M0012","Cheese Shawarma,Avocado Smoothie,Mixed Grill Wrap,Crispy Chicken Burger","Shawarma,Beverages,Shawarma,Burgers",193.0,2026-03-20,17,Friday,4,Credit Card,21,3.7
ORD01229,CUST0139,Street Eats,"M0032,M0224,M0257","Truffle Burger,Caprese Salad,Waffles & Ice Cream","Burgers,Salads,Desserts",169.0,2025-11-17,17,Monday,3,Cash,46,4.2
ORD01230,CUST0399,The Foodie Hub,"M0131,M0098","Dragon Roll (8Pcs),Shawarma Plate","Sushi,Shawarma",150.0,2026-03-07,4,Saturday,2,Cash,36,4.3
ORD01231,CUST0054,Desert Rose Kitchen,"M0252,M0055","Umm Ali,Bbq Chicken Pizza","Desserts,Pizza",142.0,2026-03-23,11,Monday,2,Cash,34,4.6
ORD01232,CUST0398,Pizza Palace,"M0357,M0260,M0205","Lentil Soup,Waffles & Ice Cream,Greek Salad","Soups,Desserts,Salads",121.0,2026-04-04,10,Saturday,3,Wallet,36,4.3
ORD01233,CUST0080,Mediterranean Nights,"M0117,M0275,M0047,M0346,M0247","Cheese Shawarma,Mango Smoothie,Pepperoni Pizza,French Onion Soup,Kunafa","Shawarma,Beverages,Pizza,Soups,Desserts",245.0,2026-01-11,12,Sunday,5,Credit Card,57,4.6
ORD01234,CUST0062,The Grill House,M0279,Iced Latte,Beverages,24.0,2025-11-28,18,Friday,1,Credit Card,33,2.5
ORD01235,CUST0291,The Grill House,"M0163,M0342,M0329,M0146,M0243","Spaghetti Bolognese,French Onion Soup,Blt Sandwich,Rainbow Roll (8Pcs),Tiramisu","Pasta,Soups,Sandwiches,Sushi,Desserts",279.0,2026-03-18,21,Wednesday,5,Wallet,39,4.6
ORD01236,CUST0451,Fresh & Fit,"M0241,M0165,M0123","Tiramisu,Spaghetti Bolognese,Salmon Nigiri (2Pcs)","Desserts,Pasta,Sushi",139.0,2026-04-15,10,Wednesday,3,Cash,45,2.5
ORD01237,CUST0308,Daily Bites,M0320,Tuna Melt,Sandwiches,36.0,2025-12-01,19,Monday,1,Cash,44,3.8
ORD01238,CUST0238,Royal Kitchen,"M0286,M0181","Mint Lemonade,Pasta Carbonara","Beverages,Pasta",104.0,2026-01-03,19,Saturday,2,Credit Card,40,3.3
ORD01239,CUST0476,Desert Rose Kitchen,"M0002,M0348","Classic Beef Burger,French Onion Soup","Burgers,Soups",88.0,2025-11-19,14,Wednesday,2,Cash,28,4.6
ORD01240,CUST0102,Street Eats,M0334,Pastrami Sandwich,Sandwiches,49.0,2025-12-15,2,Monday,1,Credit Card,58,4.4
ORD01241,CUST0298,Burger Factory,"M0091,M0278,M0124","Meat Shawarma Wrap,Iced Latte,Salmon Nigiri (2Pcs)","Shawarma,Beverages,Sushi",113.0,2026-01-22,14,Thursday,3,Cash,41,4.3
ORD01242,CUST0310,Burger Factory,"M0083,M0336","Truffle Mushroom Pizza,Pastrami Sandwich","Pizza,Sandwiches",196.0,2025-12-02,12,Tuesday,2,Cash,42,3.5
ORD01243,CUST0363,Golden Fork,"M0360,M0119","Mushroom Cream Soup,Salmon Nigiri (2Pcs)","Soups,Sushi",88.0,2026-01-23,10,Friday,2,Credit Card,59,4.0
ORD01244,CUST0063,Fresh & Fit,"M0089,M0203","Meat Shawarma Wrap,Caesar Salad","Shawarma,Salads",79.0,2026-01-27,9,Tuesday,2,Cash,44,4.3
ORD01245,CUST0204,Pizza Palace,"M0313,M0196","Grilled Cheese,Caesar Salad","Sandwiches,Salads",69.0,2026-04-26,14,Sunday,2,Wallet,41,4.1
ORD01246,CUST0030,The Grill House,"M0163,M0034,M0140,M0156","Spaghetti Bolognese,Truffle Burger,Spicy Tuna Roll (8Pcs),Sashimi Platter (12Pcs)","Pasta,Burgers,Sushi,Sushi",365.0,2025-12-23,23,Tuesday,4,Credit Card,44,4.4
ORD01247,CUST0004,Crave It,"M0296,M0076","Avocado Smoothie,Veggie Supreme Pizza","Beverages,Pizza",120.0,2026-03-22,18,Sunday,2,Credit Card,34,4.1
ORD01248,CUST0223,The Hungry Bear,"M0075,M0300,M0175","Veggie Supreme Pizza,Avocado Smoothie,Fettuccine Alfredo","Pizza,Beverages,Pasta",214.0,2026-04-22,6,Wednesday,3,Credit Card,57,4.8
ORD01249,CUST0215,Flavor Street,"M0003,M0072,M0330","Classic Beef Burger,Veggie Supreme Pizza,Blt Sandwich","Burgers,Pizza,Sandwiches",177.0,2026-04-06,17,Monday,3,Cash,22,3.9
ORD01250,CUST0134,Street Eats,"M0318,M0196,M0192","Grilled Cheese,Caesar Salad,Lasagna","Sandwiches,Salads,Pasta",165.0,2025-11-22,17,Saturday,3,Credit Card,22,3.3
ORD01251,CUST0181,Shawarma Station,M0366,Seafood Chowder,Soups,56.0,2026-02-05,12,Thursday,1,Credit Card,44,4.0
ORD01252,CUST0076,El Classico,"M0351,M0110,M0009,M0282,M0286","Chicken Noodle Soup,Mixed Grill Wrap,Crispy Chicken Burger,Mint Lemonade,Mint Lemonade","Soups,Shawarma,Burgers,Beverages,Beverages",196.0,2025-11-30,17,Sunday,5,Wallet,39,2.8
