antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule
"frozenset({'Margherita Pizza', 'Mint Lemonade'})",frozenset({'Meat Lovers Pizza'}),0.003,0.0475,0.001,0.3333333333333333,7.017543859649122,1.0,0.0008575,1.42875,0.8600802407221664,0.0202020202020202,0.300087489063867,0.17719298245614035,"Margherita Pizza, Mint Lemonade",Meat Lovers Pizza,"Margherita Pizza, Mint Lemonade → Meat Lovers Pizza"
"frozenset({'Quinoa Power Bowl', 'Grilled Cheese'})",frozenset({'Meat Lovers Pizza'}),0.003,0.0475,0.001,0.3333333333333333,7.017543859649122,1.0,0.0008575,1.42875,0.8600802407221664,0.0202020202020202,0.300087489063867,0.17719298245614035,"Quinoa Power Bowl, Grilled Cheese",Meat Lovers Pizza,"Quinoa Power Bowl, Grilled Cheese → Meat Lovers Pizza"
"frozenset({'Pepperoni Pizza', 'Veggie Supreme Pizza'})",frozenset({'Cheesecake Slice'}),0.0025,0.0575,0.001,0.4,6.956521739130435,1.0,0.00085625,1.5708333333333333,0.8583959899749373,0.01694915254237288,0.363395225464191,0.20869565217391306,"Pepperoni Pizza, Veggie Supreme Pizza",Cheesecake Slice,"Pepperoni Pizza, Veggie Supreme Pizza → Cheesecake Slice"
"frozenset({'Penne Arrabiata', 'Hot Chocolate'})",frozenset({'Cheesecake Slice'}),0.0025,0.0575,0.001,0.4,6.956521739130435,1.0,0.00085625,1.5708333333333333,0.8583959899749373,0.01694915254237288,0.363395225464191,0.20869565217391306,"Penne Arrabiata, Hot Chocolate",Cheesecake Slice,"Penne Arrabiata, Hot Chocolate → Cheesecake Slice"
"frozenset({'Lentil Soup', 'Four Cheese Pizza'})",frozenset({'Umm Ali'}),0.002,0.072,0.001,0.5,6.944444444444445,1.0,0.000856,1.856,0.8577154308617234,0.013698630136986302,0.4612068965517241,0.2569444444444444,"Lentil Soup, Four Cheese Pizza",Umm Ali,"Lentil Soup, Four Cheese Pizza → Umm Ali"
"frozenset({'Club Sandwich', 'Spaghetti Bolognese'})",frozenset({'Iced Latte'}),0.0025,0.058,0.001,0.4,6.8965517241379315,1.0,0.0008550000000000001,1.57,0.8571428571428571,0.01680672268907563,0.36305732484076436,0.20862068965517241,"Club Sandwich, Spaghetti Bolognese",Iced Latte,"Club Sandwich, Spaghetti Bolognese → Iced Latte"
"frozenset({'Pepperoni Pizza', 'Grilled Cheese'})",frozenset({'Dragon Roll (8Pcs)'}),0.0045,0.0325,0.001,0.22222222222222224,6.837606837606838,1.0,0.00085375,1.2439285714285715,0.8576092415871421,0.02777777777777778,0.19609532012632788,0.1264957264957265,"Pepperoni Pizza, Grilled Cheese",Dragon Roll (8Pcs),"Pepperoni Pizza, Grilled Cheese → Dragon Roll (8Pcs)"
"frozenset({'Meat Shawarma Wrap', 'Margherita Pizza'})",frozenset({'Crispy Chicken Burger'}),0.003,0.049,0.001,0.3333333333333333,6.802721088435374,1.0,0.000853,1.4264999999999999,0.8555667001003009,0.0196078431372549,0.29898352611286366,0.17687074829931973,"Meat Shawarma Wrap, Margherita Pizza",Crispy Chicken Burger,"Meat Shawarma Wrap, Margherita Pizza → Crispy Chicken Burger"
"frozenset({'Lentil Soup', 'Cheesecake Slice'})",frozenset({'Crispy Chicken Burger'}),0.003,0.049,0.001,0.3333333333333333,6.802721088435374,1.0,0.000853,1.4264999999999999,0.8555667001003009,0.0196078431372549,0.29898352611286366,0.17687074829931973,"Lentil Soup, Cheesecake Slice",Crispy Chicken Burger,"Lentil Soup, Cheesecake Slice → Crispy Chicken Burger"
"frozenset({'Cheesecake Slice', 'Cheese Shawarma'})",frozenset({'Hawaiian Pizza'}),0.0035,0.042,0.001,0.2857142857142857,6.802721088435374,1.0,0.000853,1.3412,0.8559959859508279,0.02247191011235955,0.25439904563077836,0.15476190476190477,"Cheesecake Slice, Cheese Shawarma",Hawaiian Pizza,"Cheesecake Slice, Cheese Shawarma → Hawaiian Pizza"
"frozenset({'Cheese Shawarma', 'Mint Lemonade'})",frozenset({'Falafel Wrap'}),0.004,0.0375,0.001,0.25,6.666666666666667,1.0,0.0008500000000000001,1.2833333333333334,0.8534136546184741,0.024691358024691364,0.22077922077922077,0.13833333333333334,"Cheese Shawarma, Mint Lemonade",Falafel Wrap,"Cheese Shawarma, Mint Lemonade → Falafel Wrap"
"frozenset({'Cheese Shawarma', 'Spaghetti Bolognese'})",frozenset({'Truffle Burger'}),0.0055,0.0555,0.002,0.36363636363636365,6.552006552006552,1.0,0.00169475,1.4842142857142857,0.8520613373554549,0.03389830508474576,0.32624284133018916,0.19983619983619985,"Cheese Shawarma, Spaghetti Bolognese",Truffle Burger,"Cheese Shawarma, Spaghetti Bolognese → Truffle Burger"
"frozenset({'Caesar Salad', 'Truffle Mushroom Pizza'})",frozenset({'Avocado Smoothie'}),0.003,0.051,0.001,0.3333333333333333,6.5359477124183005,1.0,0.000847,1.4234999999999998,0.8495486459378134,0.018867924528301886,0.29750614682121534,0.1764705882352941,"Caesar Salad, Truffle Mushroom Pizza",Avocado Smoothie,"Caesar Salad, Truffle Mushroom Pizza → Avocado Smoothie"
"frozenset({'Egg & Avocado Toast', 'Cheesecake Slice'})",frozenset({'Pasta Carbonara'}),0.0025,0.0615,0.001,0.4,6.504065040650407,1.0,0.00084625,1.5641666666666667,0.8483709273182957,0.015873015873015872,0.36068193926478426,0.208130081300813,"Egg & Avocado Toast, Cheesecake Slice",Pasta Carbonara,"Egg & Avocado Toast, Cheesecake Slice → Pasta Carbonara"
"frozenset({'Kunafa', 'Mint Lemonade'})",frozenset({'Pasta Carbonara'}),0.0025,0.0615,0.001,0.4,6.504065040650407,1.0,0.00084625,1.5641666666666667,0.8483709273182957,0.015873015873015872,0.36068193926478426,0.208130081300813,"Kunafa, Mint Lemonade",Pasta Carbonara,"Kunafa, Mint Lemonade → Pasta Carbonara"
"frozenset({'Club Sandwich', 'Crispy Chicken Burger'})",frozenset({'Pasta Carbonara'}),0.0025,0.0615,0.001,0.4,6.504065040650407,1.0,0.00084625,1.5641666666666667,0.8483709273182957,0.015873015873015872,0.36068193926478426,0.208130081300813,"Club Sandwich, Crispy Chicken Burger",Pasta Carbonara,"Club Sandwich, Crispy Chicken Burger → Pasta Carbonara"
"frozenset({'Egg & Avocado Toast', 'Rainbow Roll (8Pcs)'})",frozenset({'Margherita Pizza'}),0.003,0.0515,0.001,0.3333333333333333,6.472491909385114,1.0,0.0008455,1.42275,0.8480441323971916,0.01869158878504673,0.2971358285011421,0.17637540453074432,"Egg & Avocado Toast, Rainbow Roll (8Pcs)",Margherita Pizza,"Egg & Avocado Toast, Rainbow Roll (8Pcs) → Margherita Pizza"
"frozenset({'Meat Shawarma Wrap', 'Mixed Grill Wrap'})",frozenset({'Margherita Pizza'}),0.003,0.0515,0.001,0.3333333333333333,6.472491909385114,1.0,0.0008455,1.42275,0.8480441323971916,0.01869158878504673,0.2971358285011421,0.17637540453074432,"Meat Shawarma Wrap, Mixed Grill Wrap",Margherita Pizza,"Meat Shawarma Wrap, Mixed Grill Wrap → Margherita Pizza"
"frozenset({'Cheese Shawarma', 'Grilled Cheese'})",frozenset({'Margherita Pizza'}),0.003,0.0515,0.001,0.3333333333333333,6.472491909385114,1.0,0.0008455,1.42275,0.8480441323971916,0.01869158878504673,0.2971358285011421,0.17637540453074432,"Cheese Shawarma, Grilled Cheese",Margherita Pizza,"Cheese Shawarma, Grilled Cheese → Margherita Pizza"
"frozenset({'Mixed Grill Wrap', 'Fattoush Salad'})",frozenset({'Mint Lemonade'}),0.003,0.0515,0.001,0.3333333333333333,6.472491909385114,1.0,0.0008455,1.42275,0.8480441323971916,0.01869158878504673,0.2971358285011421,0.17637540453074432,"Mixed Grill Wrap, Fattoush Salad",Mint Lemonade,"Mixed Grill Wrap, Fattoush Salad → Mint Lemonade"
"frozenset({'Caesar Salad', 'Mixed Grill Wrap'})",frozenset({'Iced Latte'}),0.004,0.058,0.0015,0.375,6.46551724137931,1.0,0.001268,1.5071999999999999,0.8487282463186078,0.024793388429752067,0.33651804670912955,0.20043103448275862,"Caesar Salad, Mixed Grill Wrap",Iced Latte,"Caesar Salad, Mixed Grill Wrap → Iced Latte"
"frozenset({'Rainbow Roll (8Pcs)', 'French Onion Soup'})",frozenset({'Spaghetti Bolognese'}),0.003,0.0775,0.0015,0.5,6.451612903225807,1.0,0.0012675,1.845,0.8475426278836509,0.0189873417721519,0.45799457994579945,0.25967741935483873,"Rainbow Roll (8Pcs), French Onion Soup",Spaghetti Bolognese,"Rainbow Roll (8Pcs), French Onion Soup → Spaghetti Bolognese"
"frozenset({'Tuna Melt', 'Bbq Chicken Pizza'})",frozenset({'Spaghetti Bolognese'}),0.002,0.0775,0.001,0.5,6.451612903225807,1.0,0.000845,1.845,0.8466933867735472,0.012738853503184714,0.45799457994579945,0.2564516129032258,"Tuna Melt, Bbq Chicken Pizza",Spaghetti Bolognese,"Tuna Melt, Bbq Chicken Pizza → Spaghetti Bolognese"
"frozenset({'Spicy Tuna Roll (8Pcs)', 'Mint Lemonade'})",frozenset({'Spaghetti Bolognese'}),0.002,0.0775,0.001,0.5,6.451612903225807,1.0,0.000845,1.845,0.8466933867735472,0.012738853503184714,0.45799457994579945,0.2564516129032258,"Spicy Tuna Roll (8Pcs), Mint Lemonade",Spaghetti Bolognese,"Spicy Tuna Roll (8Pcs), Mint Lemonade → Spaghetti Bolognese"
"frozenset({'Egg & Avocado Toast', 'Meat Shawarma Wrap'})",frozenset({'Spaghetti Bolognese'}),0.002,0.0775,0.001,0.5,6.451612903225807,1.0,0.000845,1.845,0.8466933867735472,0.012738853503184714,0.45799457994579945,0.2564516129032258,"Egg & Avocado Toast, Meat Shawarma Wrap",Spaghetti Bolognese,"Egg & Avocado Toast, Meat Shawarma Wrap → Spaghetti Bolognese"
"frozenset({'Egg & Avocado Toast', 'Caprese Salad'})",frozenset({'Spaghetti Bolognese'}),0.002,0.0775,0.001,0.5,6.451612903225807,1.0,0.000845,1.845,0.8466933867735472,0.012738853503184714,0.45799457994579945,0.2564516129032258,"Egg & Avocado Toast, Caprese Salad",Spaghetti Bolognese,"Egg & Avocado Toast, Caprese Salad → Spaghetti Bolognese"
"frozenset({'Caesar Salad', 'Truffle Burger'})",frozenset({'Caprese Salad'}),0.0045,0.0345,0.001,0.22222222222222224,6.4412238325281805,1.0,0.00084475,1.2413571428571428,0.8485685585133098,0.026315789473684213,0.19443005926693135,0.12560386473429952,"Caesar Salad, Truffle Burger",Caprese Salad,"Caesar Salad, Truffle Burger → Caprese Salad"
"frozenset({'Meat Shawarma Wrap', 'Pasta Carbonara'})",frozenset({'Four Cheese Pizza'}),0.0045,0.0345,0.001,0.22222222222222224,6.4412238325281805,1.0,0.00084475,1.2413571428571428,0.8485685585133098,0.026315789473684213,0.19443005926693135,0.12560386473429952,"Meat Shawarma Wrap, Pasta Carbonara",Four Cheese Pizza,"Meat Shawarma Wrap, Pasta Carbonara → Four Cheese Pizza"
"frozenset({'Veggie Roll (8Pcs)', 'Pepperoni Pizza'})",frozenset({'Cheese Shawarma'}),0.002,0.0785,0.001,0.5,6.369426751592357,1.0,0.000843,1.843,0.844689378757515,0.012578616352201259,0.45740640260444926,0.25636942675159236,"Veggie Roll (8Pcs), Pepperoni Pizza",Cheese Shawarma,"Veggie Roll (8Pcs), Pepperoni Pizza → Cheese Shawarma"
"frozenset({'Truffle Burger', 'Club Sandwich'})",frozenset({'Cheese Shawarma'}),0.002,0.0785,0.001,0.5,6.369426751592357,1.0,0.000843,1.843,0.844689378757515,0.012578616352201259,0.45740640260444926,0.25636942675159236,"Truffle Burger, Club Sandwich",Cheese Shawarma,"Truffle Burger, Club Sandwich → Cheese Shawarma"
"frozenset({'Veggie Roll (8Pcs)', 'Mint Lemonade'})",frozenset({'Caesar Salad'}),0.0025,0.0635,0.001,0.4,6.299212598425197,1.0,0.00084125,1.5608333333333333,0.8433583959899749,0.015384615384615384,0.3593166043780032,0.2078740157480315,"Veggie Roll (8Pcs), Mint Lemonade",Caesar Salad,"Veggie Roll (8Pcs), Mint Lemonade → Caesar Salad"
"frozenset({'Hot Chocolate', 'Iced Latte'})",frozenset({'Mixed Grill Wrap'}),0.0025,0.0635,0.001,0.4,6.299212598425197,1.0,0.00084125,1.5608333333333333,0.8433583959899749,0.015384615384615384,0.3593166043780032,0.2078740157480315,"Hot Chocolate, Iced Latte",Mixed Grill Wrap,"Hot Chocolate, Iced Latte → Mixed Grill Wrap"
"frozenset({'Bbq Chicken Pizza', 'Mint Lemonade'})",frozenset({'Mushroom Cream Soup'}),0.0035,0.0455,0.001,0.2857142857142857,6.279434850863422,1.0,0.00084075,1.3363,0.8437029603612645,0.020833333333333332,0.25166504527426475,0.15384615384615383,"Bbq Chicken Pizza, Mint Lemonade",Mushroom Cream Soup,"Bbq Chicken Pizza, Mint Lemonade → Mushroom Cream Soup"
"frozenset({'Cheesecake Slice', 'Hot Chocolate'})",frozenset({'Penne Arrabiata'}),0.0045,0.0355,0.001,0.22222222222222224,6.259780907668232,1.0,0.0008402500000000001,1.2400714285714285,0.8440482169763938,0.025641025641025647,0.19359483900696967,0.12519561815336464,"Cheesecake Slice, Hot Chocolate",Penne Arrabiata,"Cheesecake Slice, Hot Chocolate → Penne Arrabiata"
"frozenset({'Veggie Roll (8Pcs)', 'Crème Brûlée'})",frozenset({'Rainbow Roll (8Pcs)'}),0.0025,0.064,0.001,0.4,6.25,1.0,0.00084,1.56,0.8421052631578947,0.015267175572519083,0.35897435897435903,0.2078125,"Veggie Roll (8Pcs), Crème Brûlée",Rainbow Roll (8Pcs),"Veggie Roll (8Pcs), Crème Brûlée → Rainbow Roll (8Pcs)"
"frozenset({'Hawaiian Pizza', 'Blt Sandwich'})",frozenset({'Crème Brûlée'}),0.004,0.04,0.001,0.25,6.25,1.0,0.00084,1.28,0.8433734939759037,0.023255813953488375,0.21875,0.1375,"Hawaiian Pizza, Blt Sandwich",Crème Brûlée,"Hawaiian Pizza, Blt Sandwich → Crème Brûlée"
"frozenset({'Umm Ali', 'Pasta Carbonara'})",frozenset({'Shawarma Plate'}),0.005,0.032,0.001,0.2,6.25,1.0,0.00084,1.21,0.8442211055276382,0.02777777777777778,0.17355371900826447,0.115625,"Umm Ali, Pasta Carbonara",Shawarma Plate,"Umm Ali, Pasta Carbonara → Shawarma Plate"
"frozenset({'Truffle Burger', 'Blt Sandwich'})",frozenset({'French Onion Soup'}),0.003,0.0535,0.001,0.3333333333333333,6.230529595015576,1.0,0.0008395,1.4197499999999998,0.842026078234704,0.018018018018018018,0.2956506427187885,0.17601246105919002,"Truffle Burger, Blt Sandwich",French Onion Soup,"Truffle Burger, Blt Sandwich → French Onion Soup"
"frozenset({'Meat Lovers Pizza', 'Margherita Pizza'})",frozenset({'Grilled Cheese'}),0.0035,0.046,0.001,0.2857142857142857,6.211180124223603,1.0,0.000839,1.3356,0.8419468138484697,0.020618556701030927,0.25127283617849655,0.15372670807453415,"Meat Lovers Pizza, Margherita Pizza",Grilled Cheese,"Meat Lovers Pizza, Margherita Pizza → Grilled Cheese"
"frozenset({'Truffle Burger', 'Cheese Shawarma'})",frozenset({'Club Sandwich'}),0.005,0.0325,0.001,0.2,6.153846153846154,1.0,0.0008375,1.2093749999999999,0.8417085427135679,0.027397260273972605,0.1731266149870801,0.11538461538461539,"Truffle Burger, Cheese Shawarma",Club Sandwich,"Truffle Burger, Cheese Shawarma → Club Sandwich"
"frozenset({'Hawaiian Pizza', 'Waffles & Ice Cream'})",frozenset({'Kunafa'}),0.0035,0.0465,0.001,0.2857142857142857,6.1443932411674345,1.0,0.00083725,1.3349,0.8401906673356748,0.02040816326530612,0.2508802157464979,0.15360983102918585,"Hawaiian Pizza, Waffles & Ice Cream",Kunafa,"Hawaiian Pizza, Waffles & Ice Cream → Kunafa"
"frozenset({'Umm Ali', 'Waffles & Ice Cream'})",frozenset({'Quinoa Power Bowl'}),0.0035,0.0475,0.001,0.2857142857142857,6.015037593984962,1.0,0.0008337500000000001,1.3335,0.8366783743100854,0.02,0.25009373828271464,0.15338345864661654,"Umm Ali, Waffles & Ice Cream",Quinoa Power Bowl,"Umm Ali, Waffles & Ice Cream → Quinoa Power Bowl"
"frozenset({'Grilled Cheese', 'Margherita Pizza'})",frozenset({'Meat Lovers Pizza'}),0.0035,0.0475,0.001,0.2857142857142857,6.015037593984962,1.0,0.0008337500000000001,1.3335,0.8366783743100854,0.02,0.25009373828271464,0.15338345864661654,"Grilled Cheese, Margherita Pizza",Meat Lovers Pizza,"Grilled Cheese, Margherita Pizza → Meat Lovers Pizza"
"frozenset({'Caprese Salad', 'Caesar Salad'})",frozenset({'Truffle Burger'}),0.003,0.0555,0.001,0.3333333333333333,6.006006006006006,1.0,0.0008335,1.41675,0.8360080240722166,0.017391304347826087,0.2941591671078172,0.17567567567567566,"Caprese Salad, Caesar Salad",Truffle Burger,"Caprese Salad, Caesar Salad → Truffle Burger"
"frozenset({'Sashimi Platter (12Pcs)', 'Spaghetti Bolognese'})",frozenset({'Truffle Burger'}),0.003,0.0555,0.001,0.3333333333333333,6.006006006006006,1.0,0.0008335,1.41675,0.8360080240722166,0.017391304347826087,0.2941591671078172,0.17567567567567566,"Sashimi Platter (12Pcs), Spaghetti Bolognese",Truffle Burger,"Sashimi Platter (12Pcs), Spaghetti Bolognese → Truffle Burger"
"frozenset({'Veggie Garden Burger', 'Iced Latte'})",frozenset({'Waffles & Ice Cream'}),0.0025,0.067,0.001,0.4,5.970149253731344,1.0,0.0008325,1.5550000000000002,0.8345864661654134,0.014598540145985401,0.35691318327974275,0.20746268656716418,"Veggie Garden Burger, Iced Latte",Waffles & Ice Cream,"Veggie Garden Burger, Iced Latte → Waffles & Ice Cream"
"frozenset({'Kunafa', 'Waffles & Ice Cream'})",frozenset({'Hawaiian Pizza'}),0.004,0.042,0.001,0.25,5.952380952380952,1.0,0.0008320000000000001,1.2773333333333332,0.8353413654618476,0.022222222222222223,0.2171189979123173,0.13690476190476192,"Kunafa, Waffles & Ice Cream",Hawaiian Pizza,"Kunafa, Waffles & Ice Cream → Hawaiian Pizza"
"frozenset({'Umm Ali', 'Meat Lovers Pizza'})",frozenset({'Blt Sandwich'}),0.0045,0.0375,0.001,0.22222222222222224,5.9259259259259265,1.0,0.0008312500000000001,1.2375,0.8350075339025615,0.02439024390243903,0.19191919191919193,0.12444444444444445,"Umm Ali, Meat Lovers Pizza",Blt Sandwich,"Umm Ali, Meat Lovers Pizza → Blt Sandwich"
"frozenset({'Mixed Grill Wrap', 'Iced Latte'})",frozenset({'Caesar Salad'}),0.004,0.0635,0.0015,0.375,5.905511811023622,1.0,0.0012460000000000001,1.4984,0.8340026773761714,0.022727272727272728,0.33262146289375333,0.19931102362204725,"Mixed Grill Wrap, Iced Latte",Caesar Salad,"Mixed Grill Wrap, Iced Latte → Caesar Salad"
"frozenset({'Spaghetti Bolognese', 'French Onion Soup'})",frozenset({'Rainbow Roll (8Pcs)'}),0.004,0.064,0.0015,0.375,5.859375,1.0,0.001244,1.4975999999999998,0.8326639892904953,0.022556390977443608,0.3322649572649573,0.19921875,"Spaghetti Bolognese, French Onion Soup",Rainbow Roll (8Pcs),"Spaghetti Bolognese, French Onion Soup → Rainbow Roll (8Pcs)"
"frozenset({'Kunafa', 'Meat Lovers Pizza'})",frozenset({'Crispy Chicken Burger'}),0.0035,0.049,0.001,0.2857142857142857,5.830903790087463,1.0,0.0008285,1.3314,0.831409934771701,0.019417475728155338,0.24891092083521107,0.15306122448979592,"Kunafa, Meat Lovers Pizza",Crispy Chicken Burger,"Kunafa, Meat Lovers Pizza → Crispy Chicken Burger"
"frozenset({'Rainbow Roll (8Pcs)', 'Cheese Shawarma'})",frozenset({'Crispy Chicken Burger'}),0.0035,0.049,0.001,0.2857142857142857,5.830903790087463,1.0,0.0008285,1.3314,0.831409934771701,0.019417475728155338,0.24891092083521107,0.15306122448979592,"Rainbow Roll (8Pcs), Cheese Shawarma",Crispy Chicken Burger,"Rainbow Roll (8Pcs), Cheese Shawarma → Crispy Chicken Burger"
"frozenset({'Lentil Soup', 'Veggie Roll (8Pcs)'})",frozenset({'Crispy Chicken Burger'}),0.0035,0.049,0.001,0.2857142857142857,5.830903790087463,1.0,0.0008285,1.3314,0.831409934771701,0.019417475728155338,0.24891092083521107,0.15306122448979592,"Lentil Soup, Veggie Roll (8Pcs)",Crispy Chicken Burger,"Lentil Soup, Veggie Roll (8Pcs) → Crispy Chicken Burger"
"frozenset({'Lentil Soup', 'Mint Lemonade'})",frozenset({'Crispy Chicken Burger'}),0.0035,0.049,0.001,0.2857142857142857,5.830903790087463,1.0,0.0008285,1.3314,0.831409934771701,0.019417475728155338,0.24891092083521107,0.15306122448979592,"Lentil Soup, Mint Lemonade",Crispy Chicken Burger,"Lentil Soup, Mint Lemonade → Crispy Chicken Burger"
"frozenset({'Umm Ali', 'Iced Latte'})",frozenset({'Cheesecake Slice'}),0.003,0.0575,0.001,0.3333333333333333,5.797101449275361,1.0,0.0008275,1.4137499999999998,0.8299899699097292,0.01680672268907563,0.29266136162687884,0.1753623188405797,"Umm Ali, Iced Latte",Cheesecake Slice,"Umm Ali, Iced Latte → Cheesecake Slice"
"frozenset({'Egg & Avocado Toast', 'Pasta Carbonara'})",frozenset({'Cheesecake Slice'}),0.003,0.0575,0.001,0.3333333333333333,5.797101449275361,1.0,0.0008275,1.4137499999999998,0.8299899699097292,0.01680672268907563,0.29266136162687884,0.1753623188405797,"Egg & Avocado Toast, Pasta Carbonara",Cheesecake Slice,"Egg & Avocado Toast, Pasta Carbonara → Cheesecake Slice"
"frozenset({'Truffle Burger', 'Mixed Grill Wrap'})",frozenset({'Cheesecake Slice'}),0.003,0.0575,0.001,0.3333333333333333,5.797101449275361,1.0,0.0008275,1.4137499999999998,0.8299899699097292,0.01680672268907563,0.29266136162687884,0.1753623188405797,"Truffle Burger, Mixed Grill Wrap",Cheesecake Slice,"Truffle Burger, Mixed Grill Wrap → Cheesecake Slice"
"frozenset({'Cheese Shawarma', 'Hawaiian Pizza'})",frozenset({'Cheesecake Slice'}),0.003,0.0575,0.001,0.3333333333333333,5.797101449275361,1.0,0.0008275,1.4137499999999998,0.8299899699097292,0.01680672268907563,0.29266136162687884,0.1753623188405797,"Cheese Shawarma, Hawaiian Pizza",Cheesecake Slice,"Cheese Shawarma, Hawaiian Pizza → Cheesecake Slice"
"frozenset({'Cheesecake Slice', 'Umm Ali'})",frozenset({'Iced Latte'}),0.003,0.058,0.001,0.3333333333333333,5.747126436781609,1.0,0.000826,1.4129999999999998,0.8284854563691073,0.016666666666666666,0.2922859164897382,0.17528735632183906,"Cheesecake Slice, Umm Ali",Iced Latte,"Cheesecake Slice, Umm Ali → Iced Latte"
"frozenset({'Meat Shawarma Wrap', 'Margherita Pizza'})",frozenset({'Iced Latte'}),0.003,0.058,0.001,0.3333333333333333,5.747126436781609,1.0,0.000826,1.4129999999999998,0.8284854563691073,0.016666666666666666,0.2922859164897382,0.17528735632183906,"Meat Shawarma Wrap, Margherita Pizza",Iced Latte,"Meat Shawarma Wrap, Margherita Pizza → Iced Latte"
"frozenset({'Hot Chocolate', 'Mixed Grill Wrap'})",frozenset({'Iced Latte'}),0.003,0.058,0.001,0.3333333333333333,5.747126436781609,1.0,0.000826,1.4129999999999998,0.8284854563691073,0.016666666666666666,0.2922859164897382,0.17528735632183906,"Hot Chocolate, Mixed Grill Wrap",Iced Latte,"Hot Chocolate, Mixed Grill Wrap → Iced Latte"
"frozenset({'Rainbow Roll (8Pcs)', 'Pepperoni Pizza'})",frozenset({'Classic Beef Burger'}),0.0045,0.039,0.001,0.22222222222222224,5.698005698005699,1.0,0.0008245,1.2355714285714285,0.8282270215971873,0.023529411764705885,0.19065787952364438,0.12393162393162394,"Rainbow Roll (8Pcs), Pepperoni Pizza",Classic Beef Burger,"Rainbow Roll (8Pcs), Pepperoni Pizza → Classic Beef Burger"
"frozenset({'Cheesecake Slice', 'Pepperoni Pizza'})",frozenset({'Classic Beef Burger'}),0.0045,0.039,0.001,0.22222222222222224,5.698005698005699,1.0,0.0008245,1.2355714285714285,0.8282270215971873,0.023529411764705885,0.19065787952364438,0.12393162393162394,"Cheesecake Slice, Pepperoni Pizza",Classic Beef Burger,"Cheesecake Slice, Pepperoni Pizza → Classic Beef Burger"
"frozenset({'Meat Shawarma Wrap', 'French Onion Soup'})",frozenset({'Veggie Supreme Pizza'}),0.004,0.044,0.001,0.25,5.6818181818181825,1.0,0.0008240000000000001,1.2746666666666666,0.8273092369477913,0.02127659574468085,0.2154811715481172,0.13636363636363635,"Meat Shawarma Wrap, French Onion Soup",Veggie Supreme Pizza,"Meat Shawarma Wrap, French Onion Soup → Veggie Supreme Pizza"
"frozenset({'Truffle Burger', 'Spaghetti Bolognese'})",frozenset({'Cheese Shawarma'}),0.0045,0.0785,0.002,0.4444444444444445,5.661712668082095,1.0,0.00164675,1.6586999999999998,0.8270969362129582,0.024691358024691357,0.39711822511605477,0.23496107572540695,"Truffle Burger, Spaghetti Bolognese",Cheese Shawarma,"Truffle Burger, Spaghetti Bolognese → Cheese Shawarma"
"frozenset({'Spicy Tuna Roll (8Pcs)', 'Spaghetti Bolognese'})",frozenset({'Salmon Nigiri (2Pcs)'}),0.0045,0.0395,0.001,0.22222222222222224,5.625879043600563,1.0,0.0008222500000000001,1.2349285714285714,0.8259668508287293,0.023255813953488375,0.1902365666030424,0.12376933895921238,"Spicy Tuna Roll (8Pcs), Spaghetti Bolognese",Salmon Nigiri (2Pcs),"Spicy Tuna Roll (8Pcs), Spaghetti Bolognese → Salmon Nigiri (2Pcs)"
"frozenset({'Cheese Shawarma', 'Spaghetti Bolognese'})",frozenset({'Club Sandwich'}),0.0055,0.0325,0.001,0.18181818181818182,5.594405594405594,1.0,0.00082125,1.1825,0.8257918552036199,0.02702702702702703,0.1543340380549683,0.1062937062937063,"Cheese Shawarma, Spaghetti Bolognese",Club Sandwich,"Cheese Shawarma, Spaghetti Bolognese → Club Sandwich"
"frozenset({'Quinoa Power Bowl', 'Waffles & Ice Cream'})",frozenset({'Umm Ali'}),0.0025,0.072,0.001,0.4,5.555555555555556,1.0,0.00082,1.5466666666666669,0.8220551378446114,0.01360544217687075,0.35344827586206895,0.20694444444444446,"Quinoa Power Bowl, Waffles & Ice Cream",Umm Ali,"Quinoa Power Bowl, Waffles & Ice Cream → Umm Ali"
"frozenset({'Meat Lovers Pizza', 'Blt Sandwich'})",frozenset({'Umm Ali'}),0.0025,0.072,0.001,0.4,5.555555555555556,1.0,0.00082,1.5466666666666669,0.8220551378446114,0.01360544217687075,0.35344827586206895,0.20694444444444446,"Meat Lovers Pizza, Blt Sandwich",Umm Ali,"Meat Lovers Pizza, Blt Sandwich → Umm Ali"
"frozenset({'Egg & Avocado Toast', 'Pepperoni Pizza'})",frozenset({'Umm Ali'}),0.0025,0.072,0.001,0.4,5.555555555555556,1.0,0.00082,1.5466666666666669,0.8220551378446114,0.01360544217687075,0.35344827586206895,0.20694444444444446,"Egg & Avocado Toast, Pepperoni Pizza",Umm Ali,"Egg & Avocado Toast, Pepperoni Pizza → Umm Ali"
"frozenset({'Penne Arrabiata', 'Seafood Chowder'})",frozenset({'Umm Ali'}),0.0025,0.072,0.001,0.4,5.555555555555556,1.0,0.00082,1.5466666666666669,0.8220551378446114,0.01360544217687075,0.35344827586206895,0.20694444444444446,"Penne Arrabiata, Seafood Chowder",Umm Ali,"Penne Arrabiata, Seafood Chowder → Umm Ali"
